mix, iter, loglik_curr
0.000000000000000000e+00,1.160000000000000000e+02,-5.309950906494751507e+03
0.000000000000000000e+00,1.170000000000000000e+02,-5.310613411420066768e+03
0.000000000000000000e+00,1.180000000000000000e+02,-5.311299324552612234e+03
0.000000000000000000e+00,1.190000000000000000e+02,-5.312008682598267114e+03
0.000000000000000000e+00,1.200000000000000000e+02,-5.312741499495956305e+03
0.000000000000000000e+00,1.210000000000000000e+02,-5.313497759813439188e+03
0.000000000000000000e+00,1.220000000000000000e+02,-5.314277411113601374e+03
0.000000000000000000e+00,1.230000000000000000e+02,-5.315080355104186310e+03
0.000000000000000000e+00,1.240000000000000000e+02,-5.315906437347540304e+03
0.000000000000000000e+00,1.250000000000000000e+02,-5.316755435262334686e+03
0.000000000000000000e+00,1.260000000000000000e+02,-5.317627044093963377e+03
0.000000000000000000e+00,1.270000000000000000e+02,-5.318520860461763732e+03
0.000000000000000000e+00,1.280000000000000000e+02,-5.319436363005979729e+03
0.000000000000000000e+00,1.290000000000000000e+02,-5.320372889551163098e+03
0.000000000000000000e+00,1.300000000000000000e+02,-5.321329610070362833e+03
0.000000000000000000e+00,1.310000000000000000e+02,-5.322305494569009170e+03
0.000000000000000000e+00,1.320000000000000000e+02,-5.323299274801663159e+03
0.000000000000000000e+00,1.330000000000000000e+02,-5.324309398478149888e+03
0.000000000000000000e+00,1.340000000000000000e+02,-5.325333974297218447e+03
0.000000000000000000e+00,1.350000000000000000e+02,-5.326370705751510286e+03
0.000000000000000000e+00,1.360000000000000000e+02,-5.327416811161783698e+03
0.000000000000000000e+00,1.370000000000000000e+02,-5.328468926803043360e+03
0.000000000000000000e+00,1.380000000000000000e+02,-5.329522989261852672e+03
0.000000000000000000e+00,1.390000000000000000e+02,-5.330574092294051297e+03
0.000000000000000000e+00,1.400000000000000000e+02,-5.331616312420805116e+03
0.000000000000000000e+00,1.410000000000000000e+02,-5.332642496303138614e+03
0.000000000000000000e+00,1.420000000000000000e+02,-5.333644001585713340e+03
0.000000000000000000e+00,1.430000000000000000e+02,-5.334610381451861031e+03
0.000000000000000000e+00,1.440000000000000000e+02,-5.335529001705845985e+03
0.000000000000000000e+00,1.450000000000000000e+02,-5.336384578039427652e+03
0.000000000000000000e+00,1.460000000000000000e+02,-5.337158620708505623e+03
0.000000000000000000e+00,1.470000000000000000e+02,-5.337828774975333545e+03
0.000000000000000000e+00,1.480000000000000000e+02,-5.338368049825845446e+03
0.000000000000000000e+00,1.490000000000000000e+02,-5.338743937125631419e+03
0.000000000000000000e+00,1.500000000000000000e+02,-5.338917442473538358e+03
0.000000000000000000e+00,1.510000000000000000e+02,-5.338842083117571747e+03
0.000000000000000000e+00,1.520000000000000000e+02,-5.338462963280137046e+03
0.000000000000000000e+00,1.530000000000000000e+02,-5.337716113466925890e+03
0.000000000000000000e+00,1.540000000000000000e+02,-5.336528356936472846e+03
0.000000000000000000e+00,1.550000000000000000e+02,-5.334817970232580592e+03
0.000000000000000000e+00,1.560000000000000000e+02,-5.332496170386393715e+03
0.000000000000000000e+00,1.570000000000000000e+02,-5.329468730872305969e+03
0.000000000000000000e+00,1.580000000000000000e+02,-5.325635599702789477e+03
0.000000000000000000e+00,1.590000000000000000e+02,-5.320884606593466742e+03
0.000000000000000000e+00,1.600000000000000000e+02,-5.315075291749798453e+03
0.000000000000000000e+00,1.610000000000000000e+02,-5.308016952806405243e+03
0.000000000000000000e+00,1.620000000000000000e+02,-5.299471722022211907e+03
0.000000000000000000e+00,1.630000000000000000e+02,-5.289244703350181226e+03
0.000000000000000000e+00,1.640000000000000000e+02,-5.277362154723338790e+03
0.000000000000000000e+00,1.650000000000000000e+02,-5.264158711946276526e+03
0.000000000000000000e+00,1.660000000000000000e+02,-5.250139197106305801e+03
0.000000000000000000e+00,1.670000000000000000e+02,-5.235796902505662729e+03
0.000000000000000000e+00,1.680000000000000000e+02,-5.221557691962523677e+03
0.000000000000000000e+00,1.690000000000000000e+02,-5.207791020014339665e+03
0.000000000000000000e+00,1.700000000000000000e+02,-5.194812830855647917e+03
0.000000000000000000e+00,1.710000000000000000e+02,-5.182873783217681193e+03
0.000000000000000000e+00,1.720000000000000000e+02,-5.172146306901083335e+03
0.000000000000000000e+00,1.730000000000000000e+02,-5.162719389786887405e+03
0.000000000000000000e+00,1.740000000000000000e+02,-5.154603885869066289e+03
0.000000000000000000e+00,1.750000000000000000e+02,-5.147746644161039512e+03
0.000000000000000000e+00,1.760000000000000000e+02,-5.142049259630503002e+03
0.000000000000000000e+00,1.770000000000000000e+02,-5.137387022853234157e+03
0.000000000000000000e+00,1.780000000000000000e+02,-5.133624982262934282e+03
0.000000000000000000e+00,1.790000000000000000e+02,-5.130629771095508659e+03
0.000000000000000000e+00,1.800000000000000000e+02,-5.128277198520709135e+03
0.000000000000000000e+00,1.810000000000000000e+02,-5.126456333159662790e+03
0.000000000000000000e+00,1.820000000000000000e+02,-5.125071033336858818e+03
0.000000000000000000e+00,1.830000000000000000e+02,-5.124039811921238652e+03
0.000000000000000000e+00,1.840000000000000000e+02,-5.123294736762855791e+03
0.000000000000000000e+00,1.850000000000000000e+02,-5.122779863591322282e+03
0.000000000000000000e+00,1.860000000000000000e+02,-5.122449523924396090e+03
0.000000000000000000e+00,1.870000000000000000e+02,-5.122266659526861986e+03
0.000000000000000000e+00,1.880000000000000000e+02,-5.122201304588576932e+03
0.000000000000000000e+00,1.890000000000000000e+02,-5.122229258651183045e+03
0.000000000000000000e+00,1.900000000000000000e+02,-5.122330958408414517e+03
0.000000000000000000e+00,1.910000000000000000e+02,-5.122490537268477055e+03
0.000000000000000000e+00,1.920000000000000000e+02,-5.122695052329940154e+03
0.000000000000000000e+00,1.930000000000000000e+02,-5.122933855231834968e+03
0.000000000000000000e+00,1.940000000000000000e+02,-5.123198083578461592e+03
0.000000000000000000e+00,1.950000000000000000e+02,-5.123480251655779284e+03
0.000000000000000000e+00,1.960000000000000000e+02,-5.123773921950370095e+03
0.000000000000000000e+00,1.970000000000000000e+02,-5.124073441983199700e+03
0.000000000000000000e+00,1.980000000000000000e+02,-5.124373733878273924e+03
0.000000000000000000e+00,1.990000000000000000e+02,-5.124670126762237487e+03
0.000000000000000000e+00,2.000000000000000000e+02,-5.124958224488661472e+03
0.000000000000000000e+00,2.010000000000000000e+02,-5.125233803297915074e+03
0.000000000000000000e+00,2.020000000000000000e+02,-5.125492735871112018e+03
0.000000000000000000e+00,2.030000000000000000e+02,-5.125730939815712190e+03
0.000000000000000000e+00,2.040000000000000000e+02,-5.125944349907123069e+03
0.000000000000000000e+00,2.050000000000000000e+02,-5.126128914345823432e+03
0.000000000000000000e+00,2.060000000000000000e+02,-5.126280615777366620e+03
0.000000000000000000e+00,2.070000000000000000e+02,-5.126395517741719232e+03
0.000000000000000000e+00,2.080000000000000000e+02,-5.126469836448700335e+03
0.000000000000000000e+00,2.090000000000000000e+02,-5.126500036247277421e+03
0.000000000000000000e+00,2.100000000000000000e+02,-5.126482944906891134e+03
0.000000000000000000e+00,2.110000000000000000e+02,-5.126415882067833081e+03
0.000000000000000000e+00,2.120000000000000000e+02,-5.126296791355169262e+03
0.000000000000000000e+00,2.130000000000000000e+02,-5.126124364271121522e+03
0.000000000000000000e+00,2.140000000000000000e+02,-5.125898142736361478e+03
0.000000000000000000e+00,2.150000000000000000e+02,-5.125618587588721311e+03
0.000000000000000000e+00,2.160000000000000000e+02,-5.125287102721066731e+03
0.000000000000000000e+00,2.170000000000000000e+02,-5.124906008675023259e+03
0.000000000000000000e+00,2.180000000000000000e+02,-5.124478464799560243e+03
0.000000000000000000e+00,2.190000000000000000e+02,-5.124008344634121386e+03
0.000000000000000000e+00,2.200000000000000000e+02,-5.123500074029549069e+03
0.000000000000000000e+00,2.210000000000000000e+02,-5.122958444908332240e+03
0.000000000000000000e+00,2.220000000000000000e+02,-5.122388419079769847e+03
0.000000000000000000e+00,2.230000000000000000e+02,-5.121794936161344594e+03
0.000000000000000000e+00,2.240000000000000000e+02,-5.121182737747461033e+03
0.000000000000000000e+00,2.250000000000000000e+02,-5.120556217043303150e+03
0.000000000000000000e+00,2.260000000000000000e+02,-5.119919299824781774e+03
0.000000000000000000e+00,2.270000000000000000e+02,-5.119275359302439938e+03
0.000000000000000000e+00,2.280000000000000000e+02,-5.118627164622917917e+03
0.000000000000000000e+00,2.290000000000000000e+02,-5.117976860537847642e+03
0.000000000000000000e+00,2.300000000000000000e+02,-5.117325974268051141e+03
0.000000000000000000e+00,2.310000000000000000e+02,-5.116675444745425921e+03
0.000000000000000000e+00,2.320000000000000000e+02,-5.116025669120472230e+03
0.000000000000000000e+00,2.330000000000000000e+02,-5.115376561548710924e+03
0.000000000000000000e+00,2.340000000000000000e+02,-5.114727619684841557e+03
0.000000000000000000e+00,2.350000000000000000e+02,-5.114077994905568630e+03
0.000000000000000000e+00,2.360000000000000000e+02,-5.113426562960613410e+03
0.000000000000000000e+00,2.370000000000000000e+02,-5.112771992449685058e+03
0.000000000000000000e+00,2.380000000000000000e+02,-5.112112809195832597e+03
0.000000000000000000e+00,2.390000000000000000e+02,-5.111447455204212019e+03
0.000000000000000000e+00,2.400000000000000000e+02,-5.110774341444265701e+03
0.000000000000000000e+00,2.410000000000000000e+02,-5.110091894165794656e+03
0.000000000000000000e+00,2.420000000000000000e+02,-5.109398594853848408e+03
0.000000000000000000e+00,2.430000000000000000e+02,-5.108693014244883670e+03
0.000000000000000000e+00,2.440000000000000000e+02,-5.107973841068992442e+03
0.000000000000000000e+00,2.450000000000000000e+02,-5.107239906351936042e+03
0.000000000000000000e+00,2.460000000000000000e+02,-5.106490204206944327e+03
0.000000000000000000e+00,2.470000000000000000e+02,-5.105723910070792044e+03
0.000000000000000000e+00,2.480000000000000000e+02,-5.104940397293392380e+03
0.000000000000000000e+00,2.490000000000000000e+02,-5.104139252879367632e+03
0.000000000000000000e+00,2.500000000000000000e+02,-5.103320293011760441e+03
0.000000000000000000e+00,2.510000000000000000e+02,-5.102483578774619673e+03
0.000000000000000000e+00,2.520000000000000000e+02,-5.101629432248158992e+03
0.000000000000000000e+00,2.530000000000000000e+02,-5.100758452894705442e+03
0.000000000000000000e+00,2.540000000000000000e+02,-5.099871533900940449e+03
0.000000000000000000e+00,2.550000000000000000e+02,-5.098969877902826738e+03
0.000000000000000000e+00,2.560000000000000000e+02,-5.098055011298924001e+03
0.000000000000000000e+00,2.570000000000000000e+02,-5.097128796156723183e+03
0.000000000000000000e+00,2.580000000000000000e+02,-5.096193438536980466e+03
0.000000000000000000e+00,2.590000000000000000e+02,-5.095251491911739322e+03
0.000000000000000000e+00,2.600000000000000000e+02,-5.094305854253298094e+03
0.000000000000000000e+00,2.610000000000000000e+02,-5.093359757356251066e+03
0.000000000000000000e+00,2.620000000000000000e+02,-5.092416747061516617e+03
0.000000000000000000e+00,2.630000000000000000e+02,-5.091480653313492439e+03
0.000000000000000000e+00,2.640000000000000000e+02,-5.090555549416065332e+03
0.000000000000000000e+00,2.650000000000000000e+02,-5.089645700448987554e+03
0.000000000000000000e+00,2.660000000000000000e+02,-5.088755501522060513e+03
0.000000000000000000e+00,2.670000000000000000e+02,-5.087889407311899959e+03
0.000000000000000000e+00,2.680000000000000000e+02,-5.087051855060798516e+03
0.000000000000000000e+00,2.690000000000000000e+02,-5.086247183832800147e+03
0.000000000000000000e+00,2.700000000000000000e+02,-5.085479553245108036e+03
0.000000000000000000e+00,2.710000000000000000e+02,-5.084752865073511202e+03
0.000000000000000000e+00,2.720000000000000000e+02,-5.084070691048615117e+03
0.000000000000000000e+00,2.730000000000000000e+02,-5.083436209826906634e+03
0.000000000000000000e+00,2.740000000000000000e+02,-5.082852155575215875e+03
0.000000000000000000e+00,2.750000000000000000e+02,-5.082320779907400720e+03
0.000000000000000000e+00,2.760000000000000000e+02,-5.081843828127701272e+03
0.000000000000000000e+00,2.770000000000000000e+02,-5.081422529937242871e+03
0.000000000000000000e+00,2.780000000000000000e+02,-5.081057604014182289e+03
0.000000000000000000e+00,2.790000000000000000e+02,-5.080749275236727044e+03
0.000000000000000000e+00,2.800000000000000000e+02,-5.080497302818721437e+03
0.000000000000000000e+00,2.810000000000000000e+02,-5.080301017289239098e+03
0.000000000000000000e+00,2.820000000000000000e+02,-5.080159364073536381e+03
0.000000000000000000e+00,2.830000000000000000e+02,-5.080070951411712485e+03
0.000000000000000000e+00,2.840000000000000000e+02,-5.080034100461423805e+03
0.000000000000000000e+00,2.850000000000000000e+02,-5.080046895643856260e+03
0.000000000000000000e+00,2.860000000000000000e+02,-5.080107233576089129e+03
0.000000000000000000e+00,2.870000000000000000e+02,-5.080212869257500643e+03
0.000000000000000000e+00,2.880000000000000000e+02,-5.080361458514830701e+03
0.000000000000000000e+00,2.890000000000000000e+02,-5.080550596036995557e+03
0.000000000000000000e+00,2.900000000000000000e+02,-5.080777848629136315e+03
0.000000000000000000e+00,2.910000000000000000e+02,-5.081040783573890621e+03
0.000000000000000000e+00,2.920000000000000000e+02,-5.081336992199936503e+03
0.000000000000000000e+00,2.930000000000000000e+02,-5.081664108921586376e+03
0.000000000000000000e+00,2.940000000000000000e+02,-5.082019826130006550e+03
0.000000000000000000e+00,2.950000000000000000e+02,-5.082401905390883257e+03
0.000000000000000000e+00,2.960000000000000000e+02,-5.082808185440659145e+03
0.000000000000000000e+00,2.970000000000000000e+02,-5.083236587480350863e+03
0.000000000000000000e+00,2.980000000000000000e+02,-5.083685118249535662e+03
0.000000000000000000e+00,2.990000000000000000e+02,-5.084151871329257119e+03
0.000000000000000000e+00,3.000000000000000000e+02,-5.084635027077576524e+03
0.000000000000000000e+00,3.010000000000000000e+02,-5.085132851550072701e+03
0.000000000000000000e+00,3.020000000000000000e+02,-5.085643694703690926e+03
0.000000000000000000e+00,3.030000000000000000e+02,-5.086165988129282596e+03
0.000000000000000000e+00,3.040000000000000000e+02,-5.086698242508242402e+03
0.000000000000000000e+00,3.050000000000000000e+02,-5.087239044943091358e+03
0.000000000000000000e+00,3.060000000000000000e+02,-5.087787056272143673e+03
0.000000000000000000e+00,3.070000000000000000e+02,-5.088341008444264844e+03
0.000000000000000000e+00,3.080000000000000000e+02,-5.088899702001861442e+03
0.000000000000000000e+00,3.090000000000000000e+02,-5.089462003697760338e+03
0.000000000000000000e+00,3.100000000000000000e+02,-5.090026844254576645e+03
0.000000000000000000e+00,3.110000000000000000e+02,-5.090593216262541318e+03
0.000000000000000000e+00,3.120000000000000000e+02,-5.091160172203224647e+03
0.000000000000000000e+00,3.130000000000000000e+02,-5.091726822581202214e+03
0.000000000000000000e+00,3.140000000000000000e+02,-5.092292334143101471e+03
0.000000000000000000e+00,3.150000000000000000e+02,-5.092855928162816781e+03
0.000000000000000000e+00,3.160000000000000000e+02,-5.093416878772624841e+03
0.000000000000000000e+00,3.170000000000000000e+02,-5.093974511321908722e+03
0.000000000000000000e+00,3.180000000000000000e+02,-5.094528200747839946e+03
0.000000000000000000e+00,3.190000000000000000e+02,-5.095077369945441205e+03
0.000000000000000000e+00,3.200000000000000000e+02,-5.095621488127586417e+03
0.000000000000000000e+00,3.210000000000000000e+02,-5.096160069168532573e+03
0.000000000000000000e+00,3.220000000000000000e+02,-5.096692669927530915e+03
0.000000000000000000e+00,3.230000000000000000e+02,-5.097218888551531563e+03
0.000000000000000000e+00,3.240000000000000000e+02,-5.097738362758279436e+03
0.000000000000000000e+00,3.250000000000000000e+02,-5.098250768102909205e+03
0.000000000000000000e+00,3.260000000000000000e+02,-5.098755816232551297e+03
0.000000000000000000e+00,3.270000000000000000e+02,-5.099253253134605075e+03
0.000000000000000000e+00,3.280000000000000000e+02,-5.099742857385009302e+03
0.000000000000000000e+00,3.290000000000000000e+02,-5.100224438403298336e+03
0.000000000000000000e+00,3.300000000000000000e+02,-5.100697834721371692e+03
0.000000000000000000e+00,3.310000000000000000e+02,-5.101162912272848189e+03
0.000000000000000000e+00,3.320000000000000000e+02,-5.101619562709621277e+03
0.000000000000000000e+00,3.330000000000000000e+02,-5.102067701751811910e+03
0.000000000000000000e+00,3.340000000000000000e+02,-5.102507267576827871e+03
0.000000000000000000e+00,3.350000000000000000e+02,-5.102938219252638191e+03
0.000000000000000000e+00,3.360000000000000000e+02,-5.103360535219714620e+03
0.000000000000000000e+00,3.370000000000000000e+02,-5.103774211825448219e+03
0.000000000000000000e+00,3.380000000000000000e+02,-5.104179261914161543e+03
0.000000000000000000e+00,3.390000000000000000e+02,-5.104575713475200246e+03
0.000000000000000000e+00,3.400000000000000000e+02,-5.104963608350926734e+03
0.000000000000000000e+00,3.410000000000000000e+02,-5.105343001005855513e+03
0.000000000000000000e+00,3.420000000000000000e+02,-5.105713957357605977e+03
0.000000000000000000e+00,3.430000000000000000e+02,-5.106076553669861823e+03
0.000000000000000000e+00,3.440000000000000000e+02,-5.106430875507039673e+03
0.000000000000000000e+00,3.450000000000000000e+02,-5.106777016749969334e+03
0.000000000000000000e+00,3.460000000000000000e+02,-5.107115078671555239e+03
0.000000000000000000e+00,3.470000000000000000e+02,-5.107445169071081182e+03
0.000000000000000000e+00,3.480000000000000000e+02,-5.107767401465492185e+03
0.000000000000000000e+00,3.490000000000000000e+02,-5.108081894335917241e+03
0.000000000000000000e+00,3.500000000000000000e+02,-5.108388770427375675e+03
0.000000000000000000e+00,3.510000000000000000e+02,-5.108688156099598928e+03
0.000000000000000000e+00,3.520000000000000000e+02,-5.108980180726712206e+03
0.000000000000000000e+00,3.530000000000000000e+02,-5.109264976143525928e+03
0.000000000000000000e+00,3.540000000000000000e+02,-5.109542676136110458e+03
0.000000000000000000e+00,3.550000000000000000e+02,-5.109813415974321288e+03
0.000000000000000000e+00,3.560000000000000000e+02,-5.110077331983974545e+03
0.000000000000000000e+00,3.570000000000000000e+02,-5.110334561156343625e+03
0.000000000000000000e+00,3.580000000000000000e+02,-5.110585240792776858e+03
0.000000000000000000e+00,3.590000000000000000e+02,-5.110829508182197969e+03
0.000000000000000000e+00,3.600000000000000000e+02,-5.111067500309378374e+03
0.000000000000000000e+00,3.610000000000000000e+02,-5.111299353591932231e+03
0.000000000000000000e+00,3.620000000000000000e+02,-5.111525203644030626e+03
0.000000000000000000e+00,3.630000000000000000e+02,-5.111745185064972247e+03
0.000000000000000000e+00,3.640000000000000000e+02,-5.111959431250781563e+03
0.000000000000000000e+00,3.650000000000000000e+02,-5.112168074227138277e+03
0.000000000000000000e+00,3.660000000000000000e+02,-5.112371244501969159e+03
0.000000000000000000e+00,3.670000000000000000e+02,-5.112569070936237040e+03
0.000000000000000000e+00,3.680000000000000000e+02,-5.112761680631385389e+03
0.000000000000000000e+00,3.690000000000000000e+02,-5.112949198832152433e+03
0.000000000000000000e+00,3.700000000000000000e+02,-5.113131748843437890e+03
0.000000000000000000e+00,3.710000000000000000e+02,-5.113309451960027218e+03
0.000000000000000000e+00,3.720000000000000000e+02,-5.113482427408065632e+03
0.000000000000000000e+00,3.730000000000000000e+02,-5.113650792297241424e+03
0.000000000000000000e+00,3.740000000000000000e+02,-5.113814661582707231e+03
0.000000000000000000e+00,3.750000000000000000e+02,-5.113974148035811595e+03
0.000000000000000000e+00,3.760000000000000000e+02,-5.114129362222856798e+03
